CRN,M Start Time,M End Time,T Start Time,T End Time,W Start Time,W End Time,R Start Time,R End Time,F Start Time,F End Time,Course Code
32546,,,1090,1170,,,1090,1170,,,ARE 100B
32547,,,1090,1170,,,1090,1170,,,ARE 100B
32547,,,,,1090,1140,,,,,ARE 100B
32548,,,,,1090,1140,,,,,ARE 100B
32548,,,1090,1170,,,1090,1170,,,ARE 100B
32549,,,,,1150,1200,,,,,ARE 100B
32549,,,1090,1170,,,1090,1170,,,ARE 100B
62771,,,,,1090,1140,,,,,ARE 100B
62771,,,1090,1170,,,1090,1170,,,ARE 100B
62772,,,,,1150,1200,,,,,ARE 100B
62772,,,1090,1170,,,1090,1170,,,ARE 100B
32550,,,1210,1260,,,,,,,ARE 106
32550,,,630,710,,,630,710,,,ARE 106
32551,,,1150,1200,,,,,,,ARE 106
32551,,,630,710,,,630,710,,,ARE 106
32552,,,,,1090,1140,,,,,ARE 106
32552,,,630,710,,,630,710,,,ARE 106
32553,,,,,1150,1200,,,,,ARE 106
32553,,,630,710,,,630,710,,,ARE 106
32554,1090,1140,,,,,,,,,ARE 106
32554,790,840,,,790,840,,,790,840,ARE 106
32555,1150,1200,,,,,,,,,ARE 106
32555,790,840,,,790,840,,,790,840,ARE 106
32556,,,1210,1260,,,,,,,ARE 106
32556,790,840,,,790,840,,,790,840,ARE 106
32557,790,840,,,790,840,,,790,840,ARE 106
32557,,,1150,1200,,,,,,,ARE 106
32558,790,840,,,790,840,,,790,840,ARE 106
32558,,,,,1030,1080,,,,,ARE 106
32559,790,840,,,790,840,,,790,840,ARE 106
32559,,,,,1090,1140,,,,,ARE 106
62175,,,630,710,,,630,710,,,ARE 106
62175,,,,,,,1030,1080,,,ARE 106
62176,,,,,,,970,1020,,,ARE 106
62176,,,630,710,,,630,710,,,ARE 106
32560,,,1210,1260,,,,,,,ARE 107
32560,,,820,900,,,820,900,,,ARE 107
32561,,,820,900,,,820,900,,,ARE 107
32561,,,1150,1200,,,,,,,ARE 107
32562,,,820,900,,,820,900,,,ARE 107
32562,,,,,1090,1140,,,,,ARE 107
32563,,,820,900,,,820,900,,,ARE 107
32563,,,,,1150,1200,,,,,ARE 107
32564,970,1080,,,970,1080,,,,,ARE 112
32565,,,820,900,,,820,900,,,ARE 115A
32565,,,1090,1140,,,,,,,ARE 115A
32566,,,820,900,,,820,900,,,ARE 115A
32566,,,1090,1140,,,,,,,ARE 115A
32567,,,820,900,,,820,900,,,ARE 115A
32567,,,1150,1200,,,,,,,ARE 115A
32568,,,820,900,,,820,900,,,ARE 115A
32568,,,1150,1200,,,,,,,ARE 115A
32569,,,820,900,,,820,900,,,ARE 115A
32569,,,,,1090,1140,,,,,ARE 115A
32570,,,820,900,,,820,900,,,ARE 115A
32570,,,,,1090,1140,,,,,ARE 115A
32571,,,820,900,,,820,900,,,ARE 115A
32571,,,,,1150,1200,,,,,ARE 115A
32572,,,820,900,,,820,900,,,ARE 115A
32572,,,,,1150,1200,,,,,ARE 115A
32573,,,1150,1200,,,,,,,ARE 115B
32573,,,910,990,,,910,990,,,ARE 115B
32574,,,910,990,,,910,990,,,ARE 115B
32574,,,1210,1260,,,,,,,ARE 115B
32575,,,910,990,,,910,990,,,ARE 115B
32575,,,,,,,1150,1200,,,ARE 115B
32576,,,910,990,,,910,990,,,ARE 115B
32576,,,,,,,1210,1260,,,ARE 115B
32577,1090,1200,,,1090,1200,,,,,ARE 119
32578,,,910,990,,,910,990,,,ARE 120
32578,,,1030,1080,,,,,,,ARE 120
32579,,,1090,1140,,,,,,,ARE 120
32579,,,910,990,,,910,990,,,ARE 120
32580,,,970,1080,,,,,,,ARE 135
32581,,,,,,,1030,1080,,,ARE 136
32581,,,910,990,,,910,990,,,ARE 136
32582,,,910,990,,,910,990,,,ARE 136
32582,,,,,,,1090,1140,,,ARE 136
32583,,,450,530,,,450,530,,,ARE 139
32583,,,,,1030,1080,,,,,ARE 139
32584,,,450,530,,,450,530,,,ARE 139
32584,,,,,1090,1140,,,,,ARE 139
62177,,,730,810,,,730,810,,,ARE 142
32585,480,590,,,480,590,,,,,ARE 144
62867,,,,,,,,,,,ARE 146
62867,,,540,620,,,540,620,,,ARE 146
62868,,,540,620,,,540,620,,,ARE 146
62868,,,1090,1140,,,,,,,ARE 146
62869,,,540,620,,,540,620,,,ARE 146
62869,,,,,1030,1080,,,,,ARE 146
62870,,,,,1090,1140,,,,,ARE 146
62870,,,540,620,,,540,620,,,ARE 146
32590,660,710,,,660,710,,,660,710,ARE 150
32590,1030,1080,,,,,,,,,ARE 150
32591,660,710,,,660,710,,,660,710,ARE 150
32591,1090,1140,,,,,,,,,ARE 150
32592,660,710,,,660,710,,,660,710,ARE 150
32592,,,,,1030,1080,,,,,ARE 150
32593,,,,,1090,1140,,,,,ARE 150
32593,660,710,,,660,710,,,660,710,ARE 150
32594,480,530,,,480,530,,,480,530,ARE 155
32594,1030,1080,,,,,,,,,ARE 155
32595,480,530,,,480,530,,,480,530,ARE 155
32595,1090,1140,,,,,,,,,ARE 155
32596,480,530,,,480,530,,,480,530,ARE 155
32596,1030,1080,,,,,,,,,ARE 155
32597,480,530,,,480,530,,,480,530,ARE 155
32597,1090,1140,,,,,,,,,ARE 155
32598,480,530,,,480,530,,,480,530,ARE 155
32598,,,1030,1080,,,,,,,ARE 155
32599,480,530,,,480,530,,,480,530,ARE 155
32599,,,1090,1140,,,,,,,ARE 155
32600,600,710,,,600,710,,,,,ARE 157
32601,,,540,620,,,540,620,,,ARE 166
32601,,,,,,,1030,1080,,,ARE 166
32602,,,,,,,1090,1140,,,ARE 166
32602,,,540,620,,,540,620,,,ARE 166
32603,1090,1140,,,,,,,,,ARE 171
32603,790,840,,,790,840,,,790,840,ARE 171
32604,1150,1200,,,,,,,,,ARE 171
32604,790,840,,,790,840,,,790,840,ARE 171
32605,,,1090,1140,,,,,,,ARE 171
32605,790,840,,,790,840,,,790,840,ARE 171
32606,790,840,,,790,840,,,790,840,ARE 171
32606,,,1150,1200,,,,,,,ARE 171
32611,,,730,810,,,730,810,,,ARE 173
32611,,,1030,1080,,,,,,,ARE 173
32612,,,730,810,,,730,810,,,ARE 173
32612,,,1090,1140,,,,,,,ARE 173
32613,,,730,810,,,730,810,,,ARE 173
32613,,,,,1030,1080,,,,,ARE 173
32614,,,730,810,,,730,810,,,ARE 173
32614,,,,,1090,1140,,,,,ARE 173
32615,,,730,810,,,730,810,,,ARE 173
32615,,,1090,1140,,,,,,,ARE 173
32616,,,1150,1200,,,,,,,ARE 173
32616,,,730,810,,,730,810,,,ARE 173
32617,970,1020,,,,,,,,,ARE 175
32617,540,590,,,540,590,,,540,590,ARE 175
32618,540,590,,,540,590,,,540,590,ARE 175
32618,1030,1080,,,,,,,,,ARE 175
32619,,,,,970,1020,,,,,ARE 175
32619,540,590,,,540,590,,,540,590,ARE 175
32620,,,,,1030,1080,,,,,ARE 175
32620,540,590,,,540,590,,,540,590,ARE 175
@,,,,,,,,,,,ARE 192
@,,,,,,,,,,,ARE 197T
@,,,,,,,,,,,ARE 198
32793,,,,,,,,,,,ARE 200C
32793,,,850,960,,,850,960,,,ARE 200C
32794,850,960,,,850,960,,,,,ARE 202C
62483,,,600,710,,,600,710,,,ARE 214
32795,940,960,,,940,960,,,,,ARE 215C
32795,850,930,,,850,930,,,,,ARE 215C
32796,,,600,680,,,600,680,,,ARE 233
32796,,,690,710,,,690,710,,,ARE 233
32797,,,,,,,,,540,590,ARE 240B
32797,,,630,710,,,630,710,,,ARE 240B
32798,730,840,,,730,840,,,,,ARE 240E
32798,,,,,,,,,,,ARE 240E
32799,,,850,960,,,850,960,,,ARE 240F
32799,,,,,,,,,,,ARE 240F
32800,480,590,,,480,590,,,,,ARE 258
32803,970,1080,,,970,1080,,,,,ARE 276B
62781,,,,,,,,,,,ARE 293
62781,,,,,730,810,,,,,ARE 293
@,,,,,,,,,,,ARE 298
@,,,,,,,,,,,ARE 299
@,,,,,,,,,,,ARE 299D
@,,,,,,,,,,,ARE 396
@,,,,,,,,,,,AED 092
@,,,,,,,,,,,AED 098
@,,,,,,,,,,,AED 099
@,,,,,,,,,,,AED 192
@,,,,,,,,,,,AED 198
@,,,,,,,,,,,AED 199
30653,,,,,,,,,,,AED 301
30852,790,840,,,790,840,,,790,840,AMS 005
30852,,,,,970,1020,,,,,AMS 005
30853,,,,,1030,1080,,,,,AMS 005
30853,790,840,,,790,840,,,790,840,AMS 005
30854,,,,,,,1090,1140,,,AMS 005
30854,790,840,,,790,840,,,790,840,AMS 005
30855,790,840,,,790,840,,,790,840,AMS 005
30855,,,,,,,1150,1200,,,AMS 005
30856,,,,,,,,,540,590,AMS 005
30856,790,840,,,790,840,,,790,840,AMS 005
30857,,,,,,,,,600,650,AMS 005
30857,790,840,,,790,840,,,790,840,AMS 005
61927,,,630,710,,,630,710,,,AMS 030
61927,,,1030,1080,,,,,,,AMS 030
61928,,,1090,1140,,,,,,,AMS 030
61928,,,630,710,,,630,710,,,AMS 030
61929,,,,,1090,1140,,,,,AMS 030
61929,,,630,710,,,630,710,,,AMS 030
61930,,,630,710,,,630,710,,,AMS 030
61930,,,,,1150,1200,,,,,AMS 030
30858,,,910,990,,,910,990,,,AMS 055
30858,,,1030,1080,,,,,,,AMS 055
30859,,,1090,1140,,,,,,,AMS 055
30859,,,910,990,,,910,990,,,AMS 055
30860,,,,,970,1020,,,,,AMS 055
30860,,,910,990,,,910,990,,,AMS 055
30861,,,910,990,,,910,990,,,AMS 055
30861,,,,,1030,1080,,,,,AMS 055
30862,,,910,990,,,910,990,,,AMS 055
30862,,,,,,,1030,1080,,,AMS 055
30863,,,910,990,,,910,990,,,AMS 055
30863,,,,,,,1090,1140,,,AMS 055
30864,,,,,,,,,540,590,AMS 055
30864,,,910,990,,,910,990,,,AMS 055
30865,,,,,,,,,600,650,AMS 055
30865,,,910,990,,,910,990,,,AMS 055
30866,,,,,,,,,730,780,AMS 055
30866,,,910,990,,,910,990,,,AMS 055
30867,,,,,,,,,790,840,AMS 055
30867,,,910,990,,,910,990,,,AMS 055
30871,540,590,,,,,,,,,AMS 095
30871,,,,,540,590,,,,,AMS 095
@,,,,,,,,,,,AMS 099
61931,,,730,810,,,730,810,,,AMS 130
61931,,,,,,,,,,,AMS 130
30897,,,600,650,,,600,650,,,AMS 153
30897,,,660,710,,,660,710,,,AMS 153
61934,,,,,,,850,1020,,,AMS 160
@,,,,,,,,,,,AMS 190A
@,,,,,,,,,,,AMS 190B
@,,,,,,,,,,,AMS 192
@,,,,,,,,,,,AMS 197T
@,,,,,,,,,,,AMS 198
@,,,,,,,,,,,AMS 199
@,,,,,,,,,,,AMS 298
@,,,,,,,,,,,AMS 299
@,,,,,,,,,,,AMS 396
@,,,,,,,,,,,ANB 201
@,,,,,,,,,,,ANB 290
@,,,,,,,,,730,810,ANB 290
@,,,,,,,,,,,ANB 298
@,,,,,,,,,,,ANB 299
61990,,,,,,,480,530,,,ABI 050A
61990,,,540,710,,,,,,,ABI 050A
61991,,,,,,,480,530,,,ABI 050A
61991,,,850,1020,,,,,,,ABI 050A
61992,,,,,,,480,530,,,ABI 050A
61992,,,,,,,,,540,710,ABI 050A
61993,,,,,,,480,530,,,ABI 050A
61993,,,,,,,,,850,1020,ABI 050A
30211,,,540,620,,,540,620,,,ABI 050C
30212,,,1000,1080,,,1000,1080,,,ABI 050C
@,,,,,,,,,,,ABI 092
@,,,,,,,,,,,ABI 098
@,,,,,,,,,,,ABI 099
62182,,,,,,,,,480,530,ABI 103
62182,480,530,480,530,480,530,480,530,,,ABI 103
@,,,,,,,,,,,ABI 189
@,,,,,,,,,,,ABI 189D
@,,,,,,,,,,,ABI 192
@,,,,,,,,,,,ABI 198
@,,,,,,,,,,,ABI 199
30077,930,1020,,,930,1020,,,,,ABG 200B
30078,,,,,,,,,,,ABG 200B
62879,,,600,710,,,600,710,,,ABG 205
62879,,,,,,,,,,,ABG 205
@,,,,,,,,,,,ABG 211
@,,,,,,,,,,,ABG 211
30080,600,650,,,600,650,,,,,ABG 255
30081,,,,,,,,,,,ABG 290
30082,,,,,,,,,,,ABG 290
@,,,,,,,,,,,ABG 290C
@,,,,,,,,,,,ABG 298
@,,,,,,,,,,,ABG 299
@,,,,,,,,,,,ABG 396
31111,,,730,780,,,,,,,ANG 107
31111,,,660,710,,,,,,,ANG 107
31111,970,1020,970,1020,970,1020,970,1020,970,1020,ANG 107
31112,,,730,780,,,,,,,ANG 107
31112,,,790,840,,,,,,,ANG 107
31112,970,1020,970,1020,970,1020,970,1020,970,1020,ANG 107
31113,970,1020,970,1020,970,1020,970,1020,970,1020,ANG 107
31113,,,790,840,,,,,,,ANG 107
31113,,,850,900,,,,,,,ANG 107
31114,970,1020,970,1020,970,1020,970,1020,970,1020,ANG 107
31114,,,910,960,,,,,,,ANG 107
31114,,,850,900,,,,,,,ANG 107
31115,,,,,,,,,600,650,ANG 185
@,,,,,,,,,,,ANG 198
@,,,,,,,,,,,ANG 199
@,,,,,,,,,,,ANG 298
@,,,,,,,,,,,ANG 299
31175,,,480,650,,,,,,,ANS 002
31175,660,710,,,660,710,,,660,710,ANS 002
31176,660,710,,,660,710,,,660,710,ANS 002
31176,,,480,650,,,,,,,ANS 002
31177,660,710,,,660,710,,,660,710,ANS 002
31177,,,1380,830,,,,,,,ANS 002
31178,660,710,,,660,710,,,660,710,ANS 002
31178,,,1380,830,,,,,,,ANS 002
31179,660,710,,,660,710,,,660,710,ANS 002
31179,,,850,1020,,,,,,,ANS 002
31180,660,710,,,660,710,,,660,710,ANS 002
31180,,,850,1020,,,,,,,ANS 002
31181,,,,,480,650,,,,,ANS 002
31181,660,710,,,660,710,,,660,710,ANS 002
31182,,,,,480,650,,,,,ANS 002
31182,660,710,,,660,710,,,660,710,ANS 002
31183,660,710,,,660,710,,,660,710,ANS 002
31183,,,,,730,900,,,,,ANS 002
31184,660,710,,,660,710,,,660,710,ANS 002
31184,,,,,730,900,,,,,ANS 002
31185,660,710,,,660,710,,,660,710,ANS 002
31185,,,,,910,1080,,,,,ANS 002
31186,660,710,,,660,710,,,660,710,ANS 002
31186,,,,,910,1080,,,,,ANS 002
31187,,,,,,,480,650,,,ANS 002
31187,660,710,,,660,710,,,660,710,ANS 002
31188,,,,,,,480,650,,,ANS 002
31188,660,710,,,660,710,,,660,710,ANS 002
31189,660,710,,,660,710,,,660,710,ANS 002
31189,,,,,,,1380,830,,,ANS 002
31190,660,710,,,660,710,,,660,710,ANS 002
31190,,,,,,,1380,830,,,ANS 002
31191,660,710,,,660,710,,,660,710,ANS 002
31191,,,,,,,850,1020,,,ANS 002
31192,660,710,,,660,710,,,660,710,ANS 002
31192,,,,,,,850,1020,,,ANS 002
31193,,,,,,,,,480,650,ANS 002
31193,660,710,,,660,710,,,660,710,ANS 002
31194,,,,,,,,,480,650,ANS 002
31194,660,710,,,660,710,,,660,710,ANS 002
31195,660,710,,,660,710,,,660,710,ANS 002
31195,,,,,,,,,730,900,ANS 002
31196,660,710,,,660,710,,,660,710,ANS 002
31196,,,,,,,,,730,900,ANS 002
31197,660,710,,,660,710,,,660,710,ANS 002
31197,,,,,,,,,910,1080,ANS 002
31198,660,710,,,660,710,,,660,710,ANS 002
31198,,,,,,,,,910,1080,ANS 002
31199,850,1020,,,850,1020,,,,,ANS 021
@,,,,,,,,,,,ANS 090C
@,,,,,,,,,,,ANS 092
@,,,,,,,,,,,ANS 098
@,,,,,,,,,,,ANS 099
31429,730,780,730,780,730,780,730,780,,,ANS 100
31429,,,,,,,,,730,780,ANS 100
31430,,,,,,,540,590,,,ANS 104
31430,730,780,,,730,780,,,730,780,ANS 104
31431,730,780,,,730,780,,,730,780,ANS 104
31431,,,,,,,790,840,,,ANS 104
31432,,,,,,,,,600,650,ANS 104
31432,730,780,,,730,780,,,730,780,ANS 104
31433,730,780,,,730,780,,,730,780,ANS 104
31433,,,,,,,,,600,650,ANS 104
31434,,,,,,,,,850,900,ANS 104
31434,730,780,,,730,780,,,730,780,ANS 104
31435,,,,,,,,,850,900,ANS 104
31435,730,780,,,730,780,,,730,780,ANS 104
31436,730,780,,,730,780,,,730,780,ANS 104
31436,,,,,,,,,970,1020,ANS 104
31437,,,540,620,,,540,620,,,ANS 112
31438,540,590,,,540,590,,,540,590,ANS 123
31438,660,710,,,,,,,,,ANS 123
31439,540,590,,,540,590,,,540,590,ANS 123
31439,790,840,,,,,,,,,ANS 123
31440,,,480,530,,,,,,,ANS 123
31440,540,590,,,540,590,,,540,590,ANS 123
31441,540,590,,,540,590,,,540,590,ANS 123
31441,,,1030,1080,,,,,,,ANS 123
31442,540,590,,,540,590,,,540,590,ANS 123
31442,,,,,660,710,,,,,ANS 123
31443,540,590,,,540,590,,,540,590,ANS 123
31443,,,,,1030,1080,,,,,ANS 123
31444,540,590,,,540,590,,,540,590,ANS 123
31444,,,,,,,600,650,,,ANS 123
31445,540,590,,,540,590,,,540,590,ANS 123
31445,,,,,,,,,660,710,ANS 123
31446,1030,1080,,,,,,,,,ANS 123
31446,540,590,,,540,590,,,540,590,ANS 123
31447,,,,,,,,,790,840,ANS 123
31447,540,590,,,540,590,,,540,590,ANS 123
31448,540,590,,,540,590,,,540,590,ANS 123
31448,,,480,530,,,,,,,ANS 123
31449,540,590,,,540,590,,,540,590,ANS 123
31449,,,,,1090,1140,,,,,ANS 123
31452,,,630,710,,,630,710,,,ANS 127
31453,,,1320,770,,,,,,,ANS 130
31453,,,,,,,540,710,,,ANS 130
31453,,,540,590,,,,,,,ANS 130
62882,,,,,600,650,,,,,ANS 134
62882,,,,,,,850,1020,,,ANS 134
62882,,,,,,,,,,,ANS 134
31454,,,850,1020,,,,,,,ANS 137
31454,,,,,,,850,1020,,,ANS 137
31454,600,650,,,,,,,,,ANS 137
31455,790,900,,,790,900,,,,,ANS 141
31457,,,,,730,960,,,,,ANS 146
31457,480,530,,,480,530,,,480,530,ANS 146
31458,,,600,710,,,600,710,,,ANS 148
31459,,,540,620,,,540,620,,,ANS 150
31459,,,,,730,780,,,,,ANS 150
31460,,,540,620,,,540,620,,,ANS 150
31460,,,,,790,840,,,,,ANS 150
62362,,,,,,,790,840,,,ANS 150
62362,,,540,620,,,540,620,,,ANS 150
31462,910,960,,,910,960,,,910,960,ANS 170
31462,970,1020,,,,,,,,,ANS 170
31463,910,960,,,910,960,,,910,960,ANS 170
31463,,,,,,,540,590,,,ANS 170
31464,910,960,,,910,960,,,910,960,ANS 170
31464,,,,,970,1020,,,,,ANS 170
31465,910,960,,,910,960,,,910,960,ANS 170
31465,,,,,970,1020,,,,,ANS 170
31466,910,960,,,910,960,,,910,960,ANS 170
31466,970,1020,,,,,,,,,ANS 170
31467,910,960,,,910,960,,,910,960,ANS 170
31467,,,,,970,1020,,,,,ANS 170
31468,,,,,,,660,710,,,ANS 170
31468,910,960,,,910,960,,,910,960,ANS 170
@,,,,,,,,,,,ANS 190C
@,,,,,,,,,,,ANS 192
@,,,,,,,,,,,ANS 194
@,,,,,,,,,,,ANS 194
@,,,,,,,,,,,ANS 194HC
@,,,,,,,,,,,ANS 194HC
@,,,,,,,,,,,ANS 197T
@,,,,,,,,,,,ANS 198
@,,,,,,,,,,,ANS 199
@,,,,,,,,,,,ANS 290C
@,,,,,,,,,,,ANS 297
@,,,,,,,,,,,ANS 298
@,,,,,,,,,,,ANS 299
31992,,,1000,1080,,,1000,1080,,,ANT 001
31992,,,,,480,530,,,,,ANT 001
31993,,,1000,1080,,,1000,1080,,,ANT 001
31993,,,,,540,590,,,,,ANT 001
31994,,,1000,1080,,,1000,1080,,,ANT 001
31994,,,,,600,650,,,,,ANT 001
31995,,,1000,1080,,,1000,1080,,,ANT 001
31995,,,,,660,710,,,,,ANT 001
31996,,,1000,1080,,,1000,1080,,,ANT 001
31996,,,,,730,780,,,,,ANT 001
31997,,,1000,1080,,,1000,1080,,,ANT 001
31997,,,,,790,840,,,,,ANT 001
31998,,,1000,1080,,,1000,1080,,,ANT 001
31998,,,,,850,900,,,,,ANT 001
31999,,,,,910,960,,,,,ANT 001
31999,,,1000,1080,,,1000,1080,,,ANT 001
32000,,,,,970,1020,,,,,ANT 001
32000,,,1000,1080,,,1000,1080,,,ANT 001
32001,,,1000,1080,,,1000,1080,,,ANT 001
32001,,,,,1030,1080,,,,,ANT 001
32002,,,1000,1080,,,1000,1080,,,ANT 001
32002,,,,,1090,1140,,,,,ANT 001
32003,,,630,710,,,630,710,,,ANT 002
32003,910,960,,,,,,,,,ANT 002
32004,,,630,710,,,630,710,,,ANT 002
32004,970,1020,,,,,,,,,ANT 002
32005,,,630,710,,,630,710,,,ANT 002
32005,1030,1080,,,,,,,,,ANT 002
32006,,,630,710,,,630,710,,,ANT 002
32006,1090,1140,,,,,,,,,ANT 002
32007,,,630,710,,,630,710,,,ANT 002
32007,,,,,,,910,960,,,ANT 002
32008,,,630,710,,,630,710,,,ANT 002
32008,,,,,,,970,1020,,,ANT 002
32009,,,,,,,,,730,780,ANT 002
32009,,,630,710,,,630,710,,,ANT 002
32010,,,630,710,,,630,710,,,ANT 002
32010,,,1090,1140,,,,,,,ANT 002
32011,,,630,710,,,630,710,,,ANT 002
32011,,,,,970,1020,,,,,ANT 002
32012,,,630,710,,,630,710,,,ANT 002
32012,,,,,970,1020,,,,,ANT 002
32013,,,630,710,,,630,710,,,ANT 002
32013,,,,,1030,1080,,,,,ANT 002
32014,,,630,710,,,630,710,,,ANT 002
32014,,,,,1090,1140,,,,,ANT 002
32015,,,,,,,480,530,,,ANT 002
32015,,,630,710,,,630,710,,,ANT 002
32016,,,630,710,,,630,710,,,ANT 002
32016,,,1150,1200,,,,,,,ANT 002
32017,,,,,,,,,540,590,ANT 002
32017,,,630,710,,,630,710,,,ANT 002
32018,,,630,710,,,630,710,,,ANT 002
32018,,,,,,,,,850,900,ANT 002
32019,,,630,710,,,630,710,,,ANT 002
32019,,,,,,,,,970,1020,ANT 002
32020,,,630,710,,,630,710,,,ANT 002
32020,,,,,,,1090,1140,,,ANT 002
32021,,,,,,,,,480,530,ANT 002
32021,,,630,710,,,630,710,,,ANT 002
32022,,,,,,,,,540,590,ANT 002
32022,,,630,710,,,630,710,,,ANT 002
32023,,,630,710,,,630,710,,,ANT 002
32023,,,,,,,,,910,960,ANT 002
32024,,,630,710,,,630,710,,,ANT 002
32024,,,,,,,,,660,710,ANT 002
32025,,,630,710,,,630,710,,,ANT 002
32025,,,,,1090,1140,,,,,ANT 002
32026,,,630,710,,,630,710,,,ANT 002
32026,,,,,1150,1200,,,,,ANT 002
32027,,,,,540,590,,,,,ANT 002
32027,,,630,710,,,630,710,,,ANT 002
32028,,,630,710,,,630,710,,,ANT 002
32028,,,1030,1080,,,,,,,ANT 002
32029,,,480,530,,,,,,,ANT 002
32029,,,630,710,,,630,710,,,ANT 002
32030,,,630,710,,,630,710,,,ANT 002
32030,,,,,,,,,660,710,ANT 002
32031,,,,,,,,,600,650,ANT 002
32031,,,630,710,,,630,710,,,ANT 002
62506,480,560,,,480,560,,,,,ANT 002
62506,570,590,,,570,590,,,,,ANT 002
62560,850,900,,,850,900,,,,,ANT 029
32034,,,,,,,1030,1080,,,ANT 030
32034,,,910,990,,,910,990,,,ANT 030
32035,,,910,990,,,910,990,,,ANT 030
32035,,,,,,,1090,1140,,,ANT 030
32036,,,,,,,,,600,650,ANT 030
32036,,,910,990,,,910,990,,,ANT 030
32037,,,910,990,,,910,990,,,ANT 030
32037,,,,,,,,,660,710,ANT 030
32038,,,820,900,,,820,900,,,ANT 054
@,,,,,,,,,,,ANT 098
@,,,,,,,,,,,ANT 099
32100,940,960,,,940,960,,,,,ANT 101
32100,850,930,,,850,930,,,,,ANT 101
62564,600,710,,,600,710,,,,,ANT 121
62561,,,970,1050,,,970,1050,,,ANT 122A
62561,,,1060,1080,,,1060,1080,,,ANT 122A
62610,,,,,,,910,960,,,ANT 126A
62610,,,630,710,,,630,710,,,ANT 126A
62611,,,,,,,970,1020,,,ANT 126A
62611,,,630,710,,,630,710,,,ANT 126A
62598,,,730,810,,,730,810,,,ANT 127
62598,,,820,840,,,820,840,,,ANT 127
32104,,,630,710,,,630,710,,,ANT 130BN
32104,,,970,1020,,,,,,,ANT 130BN
32105,,,1030,1080,,,,,,,ANT 130BN
32105,,,630,710,,,630,710,,,ANT 130BN
62604,820,840,,,820,840,,,,,ANT 132
62604,730,810,,,730,810,,,,,ANT 132
62599,,,940,960,,,940,960,,,ANT 133
62599,,,850,930,,,850,930,,,ANT 133
62601,,,690,710,,,690,710,,,ANT 134
62601,,,600,680,,,600,680,,,ANT 134
32107,690,710,,,690,710,,,,,ANT 135
32107,600,680,,,600,680,,,,,ANT 135
62603,730,810,,,730,810,,,,,ANT 136
62603,820,840,,,820,840,,,,,ANT 136
